,team,total,date,source,abrv
8,Toronto,191.0,2006-12-11,238,TOR
9,Miami,191.0,2006-12-11,238,MIA
10,Cleveland,178.0,2006-12-11,238,CLE
11,New Orleans,178.0,2006-12-11,238,NOP
12,Indiana,189.0,2006-12-11,238,IND
13,Chicago,189.0,2006-12-11,238,CHI
14,Dallas,194.0,2006-12-11,238,DAL
15,Utah,194.0,2006-12-11,238,UTA
16,San Antonio,186.0,2006-12-11,238,SAS
17,L.A. Clippers,186.0,2006-12-11,238,LAC
0,Boston,196.0,2006-12-16,238,BOS
1,Charlotte,196.0,2006-12-16,238,CHA
2,Chicago,191.0,2006-12-16,238,CHI
3,Atlanta,191.0,2006-12-16,238,ATL
4,Cleveland,182.0,2006-12-16,238,CLE
5,Orlando,182.0,2006-12-16,238,ORL
6,Denver,214.0,2006-12-16,238,DEN
7,New York,214.0,2006-12-16,238,NYK
8,Memphis,184.0,2006-12-16,238,MEM
9,Miami,184.0,2006-12-16,238,MIA
10,Detroit,187.5,2006-12-16,238,DET
11,Brooklyn,187.5,2006-12-16,238,BKN
12,Dallas,180.5,2006-12-16,238,DAL
13,New Orleans,180.5,2006-12-16,238,NOP
14,Philadelphia,183.5,2006-12-16,238,PHI
15,San Antonio,183.5,2006-12-16,238,SAS
16,Minnesota,194.0,2006-12-16,238,MIN
17,Milwaukee,194.0,2006-12-16,238,MIL
18,Phoenix,217.0,2006-12-16,238,PHX
19,Sacramento,217.0,2006-12-16,238,SAC
0,Golden State,209.0,2006-12-17,238,GSW
1,Toronto,209.0,2006-12-17,238,TOR
2,Utah,195.5,2006-12-17,238,UTA
3,Indiana,195.5,2006-12-17,238,IND
4,Houston,179.0,2006-12-17,238,HOU
5,L.A. Clippers,179.0,2006-12-17,238,LAC
6,Washington,214.0,2006-12-17,238,WAS
7,L.A. Lakers,214.0,2006-12-17,238,LAL
0,Denver,208.0,2006-12-12,238,DEN
1,Atlanta,208.0,2006-12-12,238,ATL
2,L.A. Lakers,185.0,2006-12-12,238,LAL
3,Houston,185.0,2006-12-12,238,HOU
4,Sacramento,215.5,2006-12-12,238,SAC
5,Golden State,215.5,2006-12-12,238,GSW
0,L.A. Lakers,205.5,2006-12-19,238,LAL
1,Chicago,205.5,2006-12-19,238,CHI
2,Toronto,215.0,2006-12-19,238,TOR
3,Phoenix,215.0,2006-12-19,238,PHX
0,Detroit,185.0,2006-12-21,238,DET
1,Cleveland,185.0,2006-12-21,238,CLE
2,Washington,211.5,2006-12-21,238,WAS
3,Sacramento,211.5,2006-12-21,238,SAC
0,Utah,194.0,2006-12-22,238,UTA
1,Charlotte,194.0,2006-12-22,238,CHA
2,Golden State,200.0,2006-12-22,238,GSW
3,Orlando,200.0,2006-12-22,238,ORL
4,L.A. Lakers,203.0,2006-12-22,238,LAL
5,Brooklyn,203.0,2006-12-22,238,BKN
6,Chicago,196.5,2006-12-22,238,CHI
7,New York,196.5,2006-12-22,238,NYK
8,Indiana,190.0,2006-12-22,238,IND
9,Atlanta,190.0,2006-12-22,238,ATL
10,Philadelphia,188.0,2006-12-22,238,PHI
11,Boston,188.0,2006-12-22,238,BOS
12,Memphis,180.5,2006-12-22,238,MEM
13,New Orleans,180.5,2006-12-22,238,NOP
14,Houston,181.0,2006-12-22,238,HOU
15,San Antonio,181.0,2006-12-22,238,SAS
16,Milwaukee,199.0,2006-12-22,238,MIL
17,Minnesota,199.0,2006-12-22,238,MIN
18,L.A. Clippers,190.0,2006-12-22,238,LAC
19,Dallas,190.0,2006-12-22,238,DAL
20,Sacramento,215.0,2006-12-22,238,SAC
21,Denver,215.0,2006-12-22,238,DEN
22,Toronto,189.0,2006-12-22,238,TOR
23,Portland,189.0,2006-12-22,238,POR
24,Washington,228.0,2006-12-22,238,WAS
25,Phoenix,228.0,2006-12-22,238,PHX
0,Dallas,194.5,2006-12-05,238,DAL
1,Brooklyn,194.5,2006-12-05,238,BKN
2,Portland,193.0,2006-12-05,238,POR
3,Detroit,193.0,2006-12-05,238,DET
4,Golden State,192.5,2006-12-05,238,GSW
5,Houston,192.5,2006-12-05,238,HOU
6,Sacramento,215.5,2006-12-05,238,SAC
7,Phoenix,215.5,2006-12-05,238,PHX
8,Miami,190.5,2006-12-05,238,MIA
9,L.A. Clippers,190.5,2006-12-05,238,LAC
0,L.A. Lakers,200.0,2006-12-25,238,LAL
1,Miami,200.0,2006-12-25,238,MIA
0,Minnesota,188.5,2006-12-23,238,MIN
1,Indiana,188.5,2006-12-23,238,IND
2,New York,193.0,2006-12-23,238,NYK
3,Philadelphia,193.0,2006-12-23,238,PHI
4,Golden State,210.0,2006-12-23,238,GSW
5,Miami,210.0,2006-12-23,238,MIA
6,Atlanta,187.0,2006-12-23,238,ATL
7,Detroit,187.0,2006-12-23,238,DET
8,Orlando,180.0,2006-12-23,238,ORL
9,Cleveland,180.0,2006-12-23,238,CLE
10,Utah,191.0,2006-12-23,238,UTA
11,Memphis,191.0,2006-12-23,238,MEM
12,San Antonio,180.5,2006-12-23,238,SAS
13,New Orleans,180.5,2006-12-23,238,NOP
14,Charlotte,192.0,2006-12-23,238,CHA
15,Chicago,192.0,2006-12-23,238,CHI
16,Brooklyn,204.0,2006-12-23,238,BKN
17,Milwaukee,204.0,2006-12-23,238,MIL
18,L.A. Clippers,183.0,2006-12-23,238,LAC
19,Houston,183.0,2006-12-23,238,HOU
0,Memphis,207.0,2006-12-26,238,MEM
1,Washington,207.0,2006-12-26,238,WAS
2,Houston,179.5,2006-12-26,238,HOU
3,Indiana,179.5,2006-12-26,238,IND
4,Brooklyn,186.5,2006-12-26,238,BKN
5,Detroit,186.5,2006-12-26,238,DET
6,Milwaukee,202.0,2006-12-26,238,MIL
7,San Antonio,202.0,2006-12-26,238,SAS
8,Chicago,190.0,2006-12-26,238,CHI
9,Minnesota,190.0,2006-12-26,238,MIN
10,Charlotte,188.5,2006-12-26,238,CHA
11,Dallas,188.5,2006-12-26,238,DAL
12,Boston,210.0,2006-12-26,238,BOS
13,Denver,210.0,2006-12-26,238,DEN
14,L.A. Clippers,198.0,2006-12-26,238,LAC
15,Utah,198.0,2006-12-26,238,UTA
16,Portland,209.0,2006-12-26,238,POR
17,Phoenix,209.0,2006-12-26,238,PHX
18,Philadelphia,206.0,2006-12-26,238,PHI
19,Golden State,206.0,2006-12-26,238,GSW
0,Minnesota,188.5,2006-12-27,238,MIN
1,Toronto,188.5,2006-12-27,238,TOR
2,Washington,208.0,2006-12-27,238,WAS
3,Charlotte,208.0,2006-12-27,238,CHA
4,Cleveland,187.0,2006-12-27,238,CLE
5,Atlanta,187.0,2006-12-27,238,ATL
6,L.A. Lakers,191.5,2006-12-27,238,LAL
7,Orlando,191.5,2006-12-27,238,ORL
8,Houston,178.0,2006-12-27,238,HOU
9,Brooklyn,178.0,2006-12-27,238,BKN
10,Detroit,188.0,2006-12-27,238,DET
11,New York,188.0,2006-12-27,238,NYK
12,Milwaukee,205.0,2006-12-27,238,MIL
13,Memphis,205.0,2006-12-27,238,MEM
14,Miami,192.5,2006-12-27,238,MIA
15,Chicago,192.5,2006-12-27,238,CHI
16,Philadelphia,196.0,2006-12-27,238,PHI
17,Sacramento,196.0,2006-12-27,238,SAC
18,New Orleans,177.5,2006-12-27,238,NOP
19,Portland,177.5,2006-12-27,238,POR
20,Boston,193.0,2006-12-27,238,BOS
21,L.A. Clippers,193.0,2006-12-27,238,LAC
0,Chicago,199.0,2006-12-29,238,CHI
1,Toronto,199.0,2006-12-29,238,TOR
2,Orlando,211.5,2006-12-29,238,ORL
3,Washington,211.5,2006-12-29,238,WAS
4,L.A. Lakers,197.0,2006-12-29,238,LAL
5,Charlotte,197.0,2006-12-29,238,CHA
6,Brooklyn,185.0,2006-12-29,238,BKN
7,Miami,185.0,2006-12-29,238,MIA
8,Milwaukee,204.5,2006-12-29,238,MIL
9,Cleveland,204.5,2006-12-29,238,CLE
10,Indiana,187.0,2006-12-29,238,IND
11,Detroit,187.0,2006-12-29,238,DET
12,Atlanta,177.0,2006-12-29,238,ATL
13,Houston,177.0,2006-12-29,238,HOU
14,New York,219.0,2006-12-29,238,NYK
15,Phoenix,219.0,2006-12-29,238,PHX
16,Philadelphia,185.5,2006-12-29,238,PHI
17,Portland,185.5,2006-12-29,238,POR
18,Sacramento,195.5,2006-12-29,238,SAC
19,L.A. Clippers,195.5,2006-12-29,238,LAC
20,Boston,213.5,2006-12-29,238,BOS
21,Golden State,213.5,2006-12-29,238,GSW
0,Miami,178.0,2006-12-30,238,MIA
1,Orlando,178.0,2006-12-30,238,ORL
2,Charlotte,188.0,2006-12-30,238,CHA
3,Indiana,188.0,2006-12-30,238,IND
4,Minnesota,186.0,2006-12-30,238,MIN
5,Brooklyn,186.0,2006-12-30,238,BKN
6,Toronto,196.0,2006-12-30,238,TOR
7,Memphis,196.0,2006-12-30,238,MEM
8,Cleveland,188.0,2006-12-30,238,CLE
9,Chicago,188.0,2006-12-30,238,CHI
10,Washington,229.0,2006-12-30,238,WAS
11,Milwaukee,229.0,2006-12-30,238,MIL
12,New Orleans,181.0,2006-12-30,238,NOP
13,Dallas,181.0,2006-12-30,238,DAL
14,Portland,190.0,2006-12-30,238,POR
15,Utah,190.0,2006-12-30,238,UTA
16,Golden State,216.0,2006-12-30,238,GSW
17,Sacramento,216.0,2006-12-30,238,SAC
0,Golden State,214.5,2006-12-18,238,GSW
1,Brooklyn,214.5,2006-12-18,238,BKN
2,Utah,197.0,2006-12-18,238,UTA
3,New York,197.0,2006-12-18,238,NYK
4,New Orleans,180.5,2006-12-18,238,NOP
5,Miami,180.5,2006-12-18,238,MIA
6,Washington,212.5,2006-12-18,238,WAS
7,Denver,212.5,2006-12-18,238,DEN
8,Dallas,190.0,2006-12-18,238,DAL
9,Sacramento,190.0,2006-12-18,238,SAC
0,Phoenix,213.0,2006-12-28,238,PHX
1,Dallas,213.0,2006-12-28,238,DAL
2,Utah,194.0,2006-12-28,238,UTA
3,San Antonio,194.0,2006-12-28,238,SAS
0,Indiana,189.0,2006-12-20,238,IND
1,Philadelphia,189.0,2006-12-20,238,PHI
2,Utah,192.5,2006-12-20,238,UTA
3,Atlanta,192.5,2006-12-20,238,ATL
4,New Orleans,177.5,2006-12-20,238,NOP
5,Orlando,177.5,2006-12-20,238,ORL
6,Golden State,217.5,2006-12-20,238,GSW
7,Boston,217.5,2006-12-20,238,BOS
8,Charlotte,191.0,2006-12-20,238,CHA
9,New York,191.0,2006-12-20,238,NYK
10,Cleveland,186.0,2006-12-20,238,CLE
11,Brooklyn,186.0,2006-12-20,238,BKN
12,Miami,202.5,2006-12-20,238,MIA
13,Milwaukee,202.5,2006-12-20,238,MIL
14,Memphis,185.0,2006-12-20,238,MEM
15,San Antonio,185.0,2006-12-20,238,SAS
16,L.A. Lakers,195.0,2006-12-20,238,LAL
17,Minnesota,195.0,2006-12-20,238,MIN
18,Houston,181.0,2006-12-20,238,HOU
19,Portland,181.0,2006-12-20,238,POR
20,Toronto,195.5,2006-12-20,238,TOR
21,L.A. Clippers,195.5,2006-12-20,238,LAC
0,L.A. Clippers,184.0,2007-01-02,238,LAC
1,Orlando,184.0,2007-01-02,238,ORL
2,San Antonio,185.0,2007-01-02,238,SAS
3,Cleveland,185.0,2007-01-02,238,CLE
4,Golden State,197.5,2007-01-02,238,GSW
5,New Orleans,197.5,2007-01-02,238,NOP
6,Phoenix,212.0,2007-01-02,238,PHX
7,Chicago,212.0,2007-01-02,238,CHI
8,Philadelphia,205.0,2007-01-02,238,PHI
9,Denver,205.0,2007-01-02,238,DEN
10,New York,197.5,2007-01-02,238,NYK
11,Sacramento,197.5,2007-01-02,238,SAC
0,Detroit,174.5,2007-01-04,238,DET
1,New Orleans,174.5,2007-01-04,238,NOP
2,Indiana,189.0,2007-01-04,238,IND
3,Dallas,189.0,2007-01-04,238,DAL
4,L.A. Lakers,209.5,2007-01-04,238,LAL
5,Sacramento,209.5,2007-01-04,238,SAC
0,Minnesota,189.5,2007-01-01,238,MIN
1,Charlotte,189.5,2007-01-01,238,CHA
2,Boston,191.0,2007-01-01,238,BOS
3,Portland,191.0,2007-01-01,238,POR
0,New York,194.5,2006-12-31,238,NYK
1,L.A. Clippers,194.5,2006-12-31,238,LAC
2,Atlanta,187.5,2006-12-31,238,ATL
3,San Antonio,187.5,2006-12-31,238,SAS
4,Phoenix,204.0,2006-12-31,238,PHX
5,Detroit,204.0,2006-12-31,238,DET
6,Memphis,183.5,2006-12-31,238,MEM
7,Houston,183.5,2006-12-31,238,HOU
0,L.A. Clippers,189.0,2007-01-06,238,LAC
1,Atlanta,189.0,2007-01-06,238,ATL
2,Brooklyn,186.5,2007-01-06,238,BKN
3,Cleveland,186.5,2007-01-06,238,CLE
4,Indiana,178.0,2007-01-06,238,IND
5,New Orleans,178.0,2007-01-06,238,NOP
6,Detroit,188.5,2007-01-06,238,DET
7,Chicago,188.5,2007-01-06,238,CHI
8,Utah,210.0,2007-01-06,238,UTA
9,Denver,210.0,2007-01-06,238,DEN
10,Portland,195.0,2007-01-06,238,POR
11,Sacramento,195.0,2007-01-06,238,SAC
0,Phoenix,213.5,2007-01-03,238,PHX
1,Toronto,213.5,2007-01-03,238,TOR
2,Milwaukee,227.5,2007-01-03,238,MIL
3,Washington,227.5,2007-01-03,238,WAS
4,Cleveland,187.0,2007-01-03,238,CLE
5,Boston,187.0,2007-01-03,238,BOS
6,L.A. Clippers,182.0,2007-01-03,238,LAC
7,Miami,182.0,2007-01-03,238,MIA
8,Golden State,215.0,2007-01-03,238,GSW
9,Memphis,215.0,2007-01-03,238,MEM
10,San Antonio,184.0,2007-01-03,238,SAS
11,Minnesota,184.0,2007-01-03,238,MIN
12,Philadelphia,194.0,2007-01-03,238,PHI
13,Utah,194.0,2007-01-03,238,UTA
14,New York,190.5,2007-01-03,238,NYK
15,Portland,190.5,2007-01-03,238,POR
0,Washington,220.5,2007-01-07,238,WAS
1,Toronto,220.5,2007-01-07,238,TOR
2,Houston,180.0,2007-01-07,238,HOU
3,Minnesota,180.0,2007-01-07,238,MIN
4,San Antonio,212.0,2007-01-07,238,SAS
5,Memphis,212.0,2007-01-07,238,MEM
6,Boston,191.5,2007-01-07,238,BOS
7,Orlando,191.5,2007-01-07,238,ORL
8,Golden State,228.0,2007-01-07,238,GSW
9,Phoenix,228.0,2007-01-07,238,PHX
10,Miami,183.0,2007-01-07,238,MIA
11,Portland,183.0,2007-01-07,238,POR
12,Dallas,204.0,2007-01-07,238,DAL
13,L.A. Lakers,204.0,2007-01-07,238,LAL
0,Detroit,184.5,2007-01-09,238,DET
1,Philadelphia,184.5,2007-01-09,238,PHI
2,Atlanta,190.0,2007-01-09,238,ATL
3,Indiana,190.0,2007-01-09,238,IND
4,Toronto,194.0,2007-01-09,238,TOR
5,Brooklyn,194.0,2007-01-09,238,BKN
6,L.A. Lakers,227.5,2007-01-09,238,LAL
7,Memphis,227.5,2007-01-09,238,MEM
8,Portland,185.0,2007-01-09,238,POR
9,San Antonio,185.0,2007-01-09,238,SAS
10,Dallas,188.0,2007-01-09,238,DAL
11,Utah,188.0,2007-01-09,238,UTA
12,Cleveland,195.0,2007-01-09,238,CLE
13,Sacramento,195.0,2007-01-09,238,SAC
0,Brooklyn,190.0,2007-01-11,238,BKN
1,Chicago,190.0,2007-01-11,238,CHI
2,Cleveland,209.0,2007-01-11,238,CLE
3,Phoenix,209.0,2007-01-11,238,PHX
0,Dallas,193.0,2007-01-14,238,DAL
1,Toronto,193.0,2007-01-14,238,TOR
2,Denver,192.0,2007-01-14,238,DEN
3,Portland,192.0,2007-01-14,238,POR
0,Orlando,176.0,2007-01-16,238,ORL
1,New Orleans,176.0,2007-01-16,238,NOP
2,Houston,180.5,2007-01-16,238,HOU
3,Dallas,180.5,2007-01-16,238,DAL
0,Chicago,216.5,2007-01-10,238,CHI
1,Washington,216.5,2007-01-10,238,WAS
2,New Orleans,177.0,2007-01-10,238,NOP
3,Atlanta,177.0,2007-01-10,238,ATL
4,Indiana,192.0,2007-01-10,238,IND
5,Boston,192.0,2007-01-10,238,BOS
6,Philadelphia,195.0,2007-01-10,238,PHI
7,New York,195.0,2007-01-10,238,NYK
8,Charlotte,187.0,2007-01-10,238,CHA
9,Detroit,187.0,2007-01-10,238,DET
10,Toronto,198.0,2007-01-10,238,TOR
11,Milwaukee,198.0,2007-01-10,238,MIL
12,L.A. Clippers,189.5,2007-01-10,238,LAC
13,Minnesota,189.5,2007-01-10,238,MIN
14,Portland,185.5,2007-01-10,238,POR
15,Dallas,185.5,2007-01-10,238,DAL
16,L.A. Lakers,195.5,2007-01-10,238,LAL
17,Houston,195.5,2007-01-10,238,HOU
18,San Antonio,200.0,2007-01-10,238,SAS
19,Denver,200.0,2007-01-10,238,DEN
20,Orlando,206.5,2007-01-10,238,ORL
21,Golden State,206.5,2007-01-10,238,GSW
0,L.A. Clippers,179.0,2007-01-08,238,LAC
1,New Orleans,179.0,2007-01-08,238,NOP
2,Houston,183.5,2007-01-08,238,HOU
3,Chicago,183.5,2007-01-08,238,CHI
4,Milwaukee,210.0,2007-01-08,238,MIL
5,Denver,210.0,2007-01-08,238,DEN
0,Indiana,192.0,2007-01-18,238,IND
1,Miami,192.0,2007-01-18,238,MIA
2,L.A. Lakers,205.5,2007-01-18,238,LAL
3,Dallas,205.5,2007-01-18,238,DAL
0,Utah,199.5,2007-01-19,238,UTA
1,Toronto,199.5,2007-01-19,238,TOR
2,Miami,198.0,2007-01-19,238,MIA
3,Philadelphia,198.0,2007-01-19,238,PHI
4,Washington,205.0,2007-01-19,238,WAS
5,Orlando,205.0,2007-01-19,238,ORL
6,Sacramento,194.0,2007-01-19,238,SAC
7,Boston,194.0,2007-01-19,238,BOS
8,Brooklyn,194.0,2007-01-19,238,BKN
9,New York,194.0,2007-01-19,238,NYK
10,Charlotte,189.5,2007-01-19,238,CHA
11,Atlanta,189.5,2007-01-19,238,ATL
12,New Orleans,178.0,2007-01-19,238,NOP
13,San Antonio,178.0,2007-01-19,238,SAS
14,Detroit,187.5,2007-01-19,238,DET
15,Minnesota,187.5,2007-01-19,238,MIN
16,Portland,204.0,2007-01-19,238,POR
17,Phoenix,204.0,2007-01-19,238,PHX
18,Cleveland,195.0,2007-01-19,238,CLE
19,Denver,195.0,2007-01-19,238,DEN
0,Memphis,222.5,2007-01-20,238,MEM
1,L.A. Clippers,222.5,2007-01-20,238,LAC
2,Atlanta,184.5,2007-01-20,238,ATL
3,Charlotte,184.5,2007-01-20,238,CHA
4,New York,196.0,2007-01-20,238,NYK
5,Indiana,196.0,2007-01-20,238,IND
6,Sacramento,194.0,2007-01-20,238,SAC
7,Detroit,194.0,2007-01-20,238,DET
8,Orlando,180.5,2007-01-20,238,ORL
9,Brooklyn,180.5,2007-01-20,238,BKN
10,L.A. Lakers,194.0,2007-01-20,238,LAL
11,New Orleans,194.0,2007-01-20,238,NOP
12,Boston,208.5,2007-01-20,238,BOS
13,Washington,208.5,2007-01-20,238,WAS
14,Utah,197.0,2007-01-20,238,UTA
15,Chicago,197.0,2007-01-20,238,CHI
16,Denver,192.0,2007-01-20,238,DEN
17,Houston,192.0,2007-01-20,238,HOU
18,Cleveland,204.0,2007-01-20,238,CLE
19,Golden State,204.0,2007-01-20,238,GSW
0,Sacramento,200.0,2007-01-17,238,SAC
1,Toronto,200.0,2007-01-17,238,TOR
2,New York,220.0,2007-01-17,238,NYK
3,Washington,220.0,2007-01-17,238,WAS
4,Brooklyn,191.0,2007-01-17,238,BKN
5,Charlotte,191.0,2007-01-17,238,CHA
6,Utah,193.0,2007-01-17,238,UTA
7,Detroit,193.0,2007-01-17,238,DET
8,Chicago,192.5,2007-01-17,238,CHI
9,Milwaukee,192.5,2007-01-17,238,MIL
10,Philadelphia,220.0,2007-01-17,238,PHI
11,Memphis,220.0,2007-01-17,238,MEM
12,Atlanta,186.0,2007-01-17,238,ATL
13,Minnesota,186.0,2007-01-17,238,MIN
14,Phoenix,200.0,2007-01-17,238,PHX
15,Houston,200.0,2007-01-17,238,HOU
16,L.A. Lakers,198.0,2007-01-17,238,LAL
17,San Antonio,198.0,2007-01-17,238,SAS
18,Cleveland,183.0,2007-01-17,238,CLE
19,Portland,183.0,2007-01-17,238,POR
20,Golden State,205.0,2007-01-17,238,GSW
21,L.A. Clippers,205.0,2007-01-17,238,LAC
0,Dallas,195.5,2007-01-21,238,DAL
1,Miami,195.5,2007-01-21,238,MIA
2,San Antonio,185.5,2007-01-21,238,SAS
3,Philadelphia,185.5,2007-01-21,238,PHI
4,Minnesota,203.0,2007-01-21,238,MIN
5,Phoenix,203.0,2007-01-21,238,PHX
6,Milwaukee,187.0,2007-01-21,238,MIL
7,Portland,187.0,2007-01-21,238,POR
0,Charlotte,193.0,2007-01-22,238,CHA
1,Toronto,193.0,2007-01-22,238,TOR
2,Orlando,182.0,2007-01-22,238,ORL
3,Cleveland,182.0,2007-01-22,238,CLE
4,Chicago,191.0,2007-01-22,238,CHI
5,Indiana,191.0,2007-01-22,238,IND
6,San Antonio,183.0,2007-01-22,238,SAS
7,Boston,183.0,2007-01-22,238,BOS
8,New York,194.5,2007-01-22,238,NYK
9,Miami,194.5,2007-01-22,238,MIA
10,Memphis,233.0,2007-01-22,238,MEM
11,Denver,233.0,2007-01-22,238,DEN
12,Minnesota,193.0,2007-01-22,238,MIN
13,Utah,193.0,2007-01-22,238,UTA
14,Brooklyn,192.5,2007-01-22,238,BKN
15,Sacramento,192.5,2007-01-22,238,SAC
16,Golden State,225.0,2007-01-22,238,GSW
17,L.A. Lakers,225.0,2007-01-22,238,LAL
0,Milwaukee,189.5,2007-01-12,238,MIL
1,Philadelphia,189.5,2007-01-12,238,PHI
2,Dallas,187.0,2007-01-12,238,DAL
3,Indiana,187.0,2007-01-12,238,IND
4,Toronto,188.0,2007-01-12,238,TOR
5,Boston,188.0,2007-01-12,238,BOS
6,Charlotte,199.5,2007-01-12,238,CHA
7,New York,199.5,2007-01-12,238,NYK
8,Detroit,182.5,2007-01-12,238,DET
9,Atlanta,182.5,2007-01-12,238,ATL
10,Minnesota,218.5,2007-01-12,238,MIN
11,Memphis,218.5,2007-01-12,238,MEM
12,Washington,203.5,2007-01-12,238,WAS
13,New Orleans,203.5,2007-01-12,238,NOP
14,Sacramento,193.0,2007-01-12,238,SAC
15,Portland,193.0,2007-01-12,238,POR
16,Houston,189.0,2007-01-12,238,HOU
17,Denver,189.0,2007-01-12,238,DEN
18,Orlando,197.5,2007-01-12,238,ORL
19,L.A. Lakers,197.5,2007-01-12,238,LAL
20,Miami,211.0,2007-01-12,238,MIA
21,Golden State,211.0,2007-01-12,238,GSW
0,New Orleans,184.0,2007-01-23,238,NOP
1,Philadelphia,184.0,2007-01-23,238,PHI
2,Phoenix,231.5,2007-01-23,238,PHX
3,Washington,231.5,2007-01-23,238,WAS
4,Dallas,185.5,2007-01-23,238,DAL
5,Orlando,185.5,2007-01-23,238,ORL
6,Atlanta,186.0,2007-01-23,238,ATL
7,Chicago,186.0,2007-01-23,238,CHI
8,Milwaukee,195.0,2007-01-23,238,MIL
9,L.A. Clippers,195.0,2007-01-23,238,LAC
0,Dallas,191.0,2007-01-25,238,DAL
1,Chicago,191.0,2007-01-25,238,CHI
2,Brooklyn,191.5,2007-01-25,238,BKN
3,L.A. Clippers,191.5,2007-01-25,238,LAC
0,Atlanta,195.5,2007-01-05,238,ATL
1,Toronto,195.5,2007-01-05,238,TOR
2,L.A. Clippers,217.0,2007-01-05,238,LAC
3,Washington,217.0,2007-01-05,238,WAS
4,Charlotte,187.5,2007-01-05,238,CHA
5,Orlando,187.5,2007-01-05,238,ORL
6,Chicago,193.5,2007-01-05,238,CHI
7,Brooklyn,193.5,2007-01-05,238,BKN
8,Boston,214.5,2007-01-05,238,BOS
9,Memphis,214.5,2007-01-05,238,MEM
10,Dallas,185.5,2007-01-05,238,DAL
11,San Antonio,185.5,2007-01-05,238,SAS
12,Philadelphia,188.0,2007-01-05,238,PHI
13,Minnesota,188.0,2007-01-05,238,MIN
14,Cleveland,204.5,2007-01-05,238,CLE
15,Milwaukee,204.5,2007-01-05,238,MIL
16,Utah,184.5,2007-01-05,238,UTA
17,Houston,184.5,2007-01-05,238,HOU
18,Miami,205.0,2007-01-05,238,MIA
19,Phoenix,205.0,2007-01-05,238,PHX
20,Denver,216.5,2007-01-05,238,DEN
21,L.A. Lakers,216.5,2007-01-05,238,LAL
0,Boston,188.5,2007-01-26,238,BOS
1,Toronto,188.5,2007-01-26,238,TOR
2,Cleveland,182.5,2007-01-26,238,CLE
3,Philadelphia,182.5,2007-01-26,238,PHI
4,Atlanta,180.5,2007-01-26,238,ATL
5,Orlando,180.5,2007-01-26,238,ORL
6,Washington,206.0,2007-01-26,238,WAS
7,Detroit,206.0,2007-01-26,238,DET
8,Miami,199.0,2007-01-26,238,MIA
9,New York,199.0,2007-01-26,238,NYK
10,Sacramento,189.5,2007-01-26,238,SAC
11,New Orleans,189.5,2007-01-26,238,NOP
12,Memphis,210.5,2007-01-26,238,MEM
13,San Antonio,210.5,2007-01-26,238,SAS
14,Phoenix,219.5,2007-01-26,238,PHX
15,Milwaukee,219.5,2007-01-26,238,MIL
16,Portland,178.5,2007-01-26,238,POR
17,Houston,178.5,2007-01-26,238,HOU
18,Denver,217.5,2007-01-26,238,DEN
19,Utah,217.5,2007-01-26,238,UTA
20,Charlotte,208.0,2007-01-26,238,CHA
21,L.A. Lakers,208.0,2007-01-26,238,LAL
0,Sacramento,206.5,2007-01-15,238,SAC
1,New York,206.5,2007-01-15,238,NYK
2,Utah,215.5,2007-01-15,238,UTA
3,Washington,215.5,2007-01-15,238,WAS
4,Milwaukee,195.5,2007-01-15,238,MIL
5,Charlotte,195.5,2007-01-15,238,CHA
6,Toronto,192.0,2007-01-15,238,TOR
7,Philadelphia,192.0,2007-01-15,238,PHI
8,Boston,180.5,2007-01-15,238,BOS
9,Atlanta,180.5,2007-01-15,238,ATL
10,San Antonio,183.5,2007-01-15,238,SAS
11,Chicago,183.5,2007-01-15,238,CHI
12,Indiana,186.5,2007-01-15,238,IND
13,Brooklyn,186.5,2007-01-15,238,BKN
14,Minnesota,184.0,2007-01-15,238,MIN
15,Detroit,184.0,2007-01-15,238,DET
16,L.A. Clippers,209.5,2007-01-15,238,LAC
17,Golden State,209.5,2007-01-15,238,GSW
18,Phoenix,232.0,2007-01-15,238,PHX
19,Memphis,232.0,2007-01-15,238,MEM
20,Miami,209.5,2007-01-15,238,MIA
21,L.A. Lakers,209.5,2007-01-15,238,LAL
0,Phoenix,208.0,2007-01-28,238,PHX
1,Cleveland,208.0,2007-01-28,238,CLE
2,New York,205.0,2007-01-28,238,NYK
3,Milwaukee,205.0,2007-01-28,238,MIL
4,San Antonio,196.5,2007-01-28,238,SAS
5,L.A. Lakers,196.5,2007-01-28,238,LAL
6,Washington,205.0,2007-01-28,238,WAS
7,Boston,205.0,2007-01-28,238,BOS
8,Indiana,187.0,2007-01-28,238,IND
9,Detroit,187.0,2007-01-28,238,DET
0,New Orleans,188.0,2007-01-24,238,NOP
1,Toronto,188.0,2007-01-24,238,TOR
2,Detroit,186.5,2007-01-24,238,DET
3,Charlotte,186.5,2007-01-24,238,CHA
4,Philadelphia,187.0,2007-01-24,238,PHI
5,Cleveland,187.0,2007-01-24,238,CLE
6,Miami,195.0,2007-01-24,238,MIA
7,Indiana,195.0,2007-01-24,238,IND
8,Atlanta,185.5,2007-01-24,238,ATL
9,Boston,185.5,2007-01-24,238,BOS
10,Phoenix,217.0,2007-01-24,238,PHX
11,New York,217.0,2007-01-24,238,NYK
12,Houston,180.5,2007-01-24,238,HOU
13,San Antonio,180.5,2007-01-24,238,SAS
14,Memphis,219.5,2007-01-24,238,MEM
